title,year,id,imdb_id,rating
The Shout,1978,1200,0078259,0
Starcrash,1978,8160,0079946,3
The Brink&#39;s Job,1978,8887,0077275,1
The Hound of the Baskervilles,1978,4317,0076161,3
Gray Lady Down,1978,8701,0077629,2
Battlestar Galactica,1978,5548,0077215,3
H&ouml;stsonaten,1978,515,0077711,3
Grease,1978,753,0077631,3
The Deer Hunter,1978,2668,0077416,1
Days of Heaven,1978,238,0077405,3
Osenniy marafon,1979,9404,0079679,1
Escape from Alcatraz,1979,3420,0079116,0
The China Syndrome,1979,2284,0078966,3
The Amityville Horror,1979,4687,0078767,3
Tourist Trap,1979,8168,0080040,3
Rocky II,1979,6870,0079817,1
Manhattan,1979,403,0079522,1
Being There,1979,1699,0078841,2
The Marriage of Maria Braun,1979,1766,0079095,3
Nosferatu the Vampyre,1979,2496,0079641,0
Phantasm,1979,7092,0079714,1
Murder by Natural Causes,1979,8516,0079593,1
Quadrophenia,1979,4599,0079766,1
The Bell Jar,1979,6280,0078843,3
Moonraker,1979,3504,0079574,1
Life of Brian,1979,787,0079470,3
The Muppet Movie,1979,8987,0079588,2
Meatballs,1979,5415,0079540,3
L’hypothese du tableau vole,1979,4766,0077707,0
Stalker,1979,3667,0079944,1
Hair,1979,7636,0079261,3
Time After Time,1979,5234,0080025,2
Mad Max,1979,6290,0079501,3
All That Jazz,1979,1222,0078754,2
Scum,1979,9417,0079871,0
Star Trek: The Motion Picture,1979,1300,0079945,1
The Warriors,1979,695,0080120,1
My Brilliant Career,1979,4797,0079596,3
Apocalypse Now,1979,2227,0078788,0
Alien,1979,13,0078748,3
Angels’ Brigade,1979,5708,0078778,3
The Black Hole,1979,7233,0078869,0
The In-Laws,1979,2187,0079336,3
The Jerk,1979,2327,0079367,1
The Frisco Kid,1979,846,0079180,1
Rupan sansei: Kariosutoro no shiro,1979,8510,0079833,3
Rock ’n&#39; Roll High School,1979,4741,0079813,3
Kramer vs. Kramer,1979,7645,0079417,1
Die Blechtrommel,1979,1020,0078875,3
Indul a bakterhaz,1980,8556,0121403,1
Private Benjamin,1980,2883,0081375,3
Cruising,1980,3427,0080569,0
"Pepi, Luci, Bom and Other Girls Like Mom",1980,3673,0081323,3
The King and the Mockingbird,1980,7987,0079820,0
Any Which Way You Can,1980,2068,0080377,1
The Final Countdown,1980,7401,0080736,0
Nine to Five,1980,863,0080319,3
Superman II,1980,4282,0081573,3
The Shining,1980,930,0081505,2
Star Wars: Episode V - The Empire Strikes Back,1980,670,0080684,0
Xanadu,1980,3254,0081777,3
The Nude Bomb,1980,1845,0081249,1
Ordinary People,1980,7192,0081283,2
Atlantic City,1980,1223,0080388,3
La terrazza,1980,1472,0081616,3
Popeye,1980,8945,0081353,3
Cannibal Holocaust,1980,2278,0078935,1
The Blue Lagoon,1980,6395,0080453,0
Battle Beyond the Stars,1980,7307,0080421,2
The Ninth Configuration,1980,6877,0081237,0
Nightmare City,1980,7389,0080931,3
Moskva slezam ne verit,1980,684,0079579,3
Resurrection,1980,2142,0081414,1
Somewhere in Time,1980,3873,0081534,2
The Fog,1980,2484,0080749,3
Airplane!,1980,873,0080339,3
Raging Bull,1980,1437,0081398,1
The Mirror Crack&#39;d,1980,8116,0081163,3
Fame,1980,360,0080716,3
Friday the 13th,1980,4569,0080761,3
Heaven’s Gate,1980,4960,0080855,0
Loose Shoes,1980,1882,0076582,1
Fade to Black,1980,2377,0080711,3
The Blues Brothers,1980,208,0080455,1
Coal Miner’s Daughter,1980,5681,0080549,3
Maniac,1980,8402,0081114,3
Flash Gordon,1980,3858,0080745,3
Can’t Stop the Music,1980,3962,0080492,3
Little Darlings,1980,2799,0081060,3
Gregory’s Girl,1981,6496,0082477,3
Looker,1981,4561,0082677,1
Dragonslayer,1981,6944,0082288,1
Rich and Famous,1981,1568,0082992,3
Lady Chatterley’s Lover,1981,2533,0082640,3
History of the World: Part I,1981,1081,0082517,1
Body Heat,1981,3549,0082089,2
Heavy Metal,1981,3231,0082509,1
Excalibur,1981,8502,0082348,1
Clash of the Titans,1981,744,0082186,3
Stripes,1981,5325,0083131,2
...E tu vivrai nel terrore! L’aldila (The Beyond),1981,7221,0082307,3
Reds,1981,2667,0082979,3
Das Boot,1981,2143,0082096,0
Quest for Fire,1981,2053,0082484,1
Christiane F. - Wir Kinder vom Bahnhof Zoo,1981,3976,0082176,3
For Your Eyes Only,1981,5955,0082398,3
My Dinner With Andre,1981,874,0082783,0
Dead and Buried,1981,8973,0082242,1
Shock Treatment,1981,7732,0083067,3
Mommy Dearest,1981,3641,0082766,3
Il marchese del Grillo,1981,6245,0082714,3
Raiders of the Lost Ark,1981,340,0082971,3
Galaxy of Terror,1981,8413,0082431,3
Escape from New York,1981,1427,0082340,0
The Evil Dead,1981,3918,0083907,1
Happy Birthday to Me,1981,7362,0082498,3
The Marva Collins Story,1981,6630,0082719,1
The Fox and the Hound,1981,1124,0082406,2
La fuga de Segovia,1981,7477,0082424,0
Horror Planet,1981,5338,0084090,3
Ragtime,1981,8417,0082970,2
Blow Out,1981,6865,0082085,3
An American Werewolf in London,1981,2873,0082010,2
Southern Comfort,1981,1197,0083111,0
Pennies from Heaven,1981,4009,0082894,1
On a Golden Pond,1981,8837,0082846,1
Outland,1981,2753,0082869,1
Ms. 45,1981,972,0082776,3
Halloween II,1981,4708,0082495,3
The Great Muppet Caper,1981,2073,0082474,3
Thief,1981,8789,0083190,0
Diva,1981,8180,0082269,1
Polyester,1981,2062,0082926,3
Der subjektive Faktor,1981,6240,0083137,3
Time Bandits,1981,2697,0081633,1
The Woman Next Door,1981,1646,0082370,3
The Masked Avengers,1981,9158,0082153,0
The Howling,1981,5378,0082533,3
Scanners,1981,9416,0081455,1
Chariots of Fire,1981,6507,0082158,1
Friday the 13th Part 2,1981,4572,0082418,2
Umrao Jaan,1981,1707,0083248,3
Absence of Malice,1981,9049,0081974,3
The Prowler,1981,8411,0082951,3
Smithereens,1982,2251,0084698,3
Koyaanisqatsi,1982,4079,0085809,0
Tenebre,1982,7175,0084777,2
Liquid Sky,1982,1696,0085852,3
TRON,1982,1002,0084827,0
Conan the Barbarian,1982,407,0082198,1
"Come Back to the Five and Dime, Jimmy Dean, Jimmy Dean",1982,2298,0083745,3
E.T.: The Extra-Terrestrial,1982,1645,0083866,3
Blade Runner,1982,234,0083658,1
Deathtrap,1982,1881,0083806,3
Fanny and Alexander,1982,3078,0083922,2
Star Trek: The Wrath of Khan,1982,896,0084726,3
Countryman,1982,4564,0083762,0
Godard’s Passion,1982,3946,0084481,3
Fast Times at Ridgemont High,1982,1934,0083929,2
The Slumber Party Massacre,1982,3105,0084695,3
The Secret of NIMH,1982,1510,0084649,3
Diner,1982,4406,0083833,1
First Blood,1982,3342,0083944,0
Forbidden World,1982,3618,0083959,3
Tootsie,1982,2874,0084805,1
Mil gritos tiene la noche [Pieces],1982,7414,0082748,1
The Beast Within,1982,7345,0083629,1
Pink Floyd The Wall,1982,6068,0084503,0
The Scarlet Pimpernel,1982,8117,0084637,2
The Last Unicorn,1982,1226,0084237,3
The Fits,1982,7348,4238858,1
Annie,1982,851,0083564,3
Banana Joe,1982,4584,0082045,0
Swamp Thing,1982,7199,0084745,2
Missing,1982,7557,0084335,3
The Best Little Whorehouse in Texas,1982,4124,0083642,3
Friday the 13th Part III,1982,4573,0083972,3
"Ladies and Gentlemen, the Fabulous Stains",1982,821,0082639,3
The Last American Virgin,1982,6115,0084234,3
Tex,1982,8986,0084783,2
The Entity,1982,8165,0082334,3
Finye (The Wind),1982,6497,0083942,3
Porky’s,1982,4005,0084522,2
Victor Victoria,1982,8665,0084865,3
The Thing,1982,1861,0084787,0
An Officer and a Gentleman,1982,7244,0084434,3
Sophie’s Choice,1982,1003,0084707,3
The Dark Crystal,1982,1035,0083791,1
Frances,1982,4844,0083967,3
48 Hrs.,1982,5355,0083511,2
The Draughtsman&#39;s Contract,1982,2241,0083851,2
Poltergeist,1982,4544,0084516,3
Cat People,1982,2770,0083722,3
The Verdict,1982,6704,0084855,1
The State of Things,1982,7107,0084725,3
Rocky III,1982,6871,0084602,0
The King of Comedy,1982,1896,0085794,1
Grease 2,1982,3034,0084021,3
Le Retour de Martin Guerre,1982,231,0084589,3
Monty Python Live at the Hollywood Bowl,1982,9356,0084352,1
Evil Under the Sun,1982,8115,0083908,3
Yentl,1983,7587,0086619,3
Local Hero,1983,3519,0085859,1
Jaws 3-D,1983,7243,0085750,3
Rumble Fish,1983,2387,0086216,2
Hercules,1983,5257,0085672,3
Octopussy,1983,6313,0086034,2
The Dead Zone,1983,5427,0085407,1
The Hunger,1983,1785,0085701,3
A Christmas Story,1983,5473,0085334,1
Flashdance,1983,3972,0085549,3
Merry Christmas Mr Lawrence,1983,5945,0085933,0
Trading Places,1983,1667,0086465,1
Go for It,1983,4585,0085601,0
Strange Brew,1983,8326,0086373,1
Lianna,1983,3672,0085838,3
Educating Rita,1983,1105,0085478,3
Scarface,1983,5321,0086250,1
Silkwood,1983,442,0086312,3
El pico,1983,7531,0086104,1
Los renglones torcidos de Dios,1983,4771,0224005,3
Dark Habits,1983,3376,0085496,3
The 4th Man,1983,6791,0086543,1
Terms of Endearment,1983,4449,0086425,3
Suburbia,1983,9130,0086589,3
Risky Business,1983,9274,0086200,3
El Norte,1983,2599,0085482,3
Videodrome,1983,3892,0086541,2
Born in Flames,1983,3644,0085267,3
Cujo,1983,7750,0085382,3
Mickey’s Christmas Carol,1983,6127,0085936,1
WarGames,1983,3685,0086567,1
Christine,1983,455,0085333,1
Terms of Endearment,1983,4448,0086425,1
Yellowbeard,1983,1822,0086618,1
Wild Style,1983,8812,0084904,3
Barefoot Gen,1983,8029,0085218,3
The Ballad of Narayama,1983,1793,0084390,3
Breathless,1983,2255,0085276,0
The Man With Two Brains,1983,4622,0085894,1
Superman III,1983,4283,0086393,3
Krull,1983,6126,0085811,1
Deathstalker,1983,9376,0087127,1
The Outsiders,1983,7563,0086066,2
The Meaning of Life ,1983,6439,0085959,1
Mortelle randonn&eacute;e,1983,7247,0084358,3
The Best Christmas Pageant Ever,1983,8971,0085231,3
Star Wars: Episode VI - Return of the Jedi,1983,671,0086190,1
The Terminator,1984,1418,0088247,3
A Private Function,1984,3868,0089838,3
Nineteen Eighty-Four,1984,8524,0087803,1
Godzilla 1985,1984,6529,0087344,0
Dune,1984,1534,0087182,3
Razorback,1984,7532,0087981,1
Police Academy,1984,575,0087928,3
The Natural,1984,4053,0087781,1
Indiana Jones and the Temple of Doom,1984,1048,0087469,0
"Silent Night, Deadly Night",1984,6703,0088117,3
Non ci resta che piangere,1984,4589,0087814,1
A Passage to India,1984,4725,0087892,3
Children of the Corn,1984,5879,0087050,3
Blame It on Rio,1984,3357,0086973,3
Angel,1984,7492,0086896,3
Bachelor Party,1984,6309,0086927,3
The Neverending Story,1984,4157,0088323,1
Trancers,1984,6072,0090192,1
Splash,1984,3885,0088161,1
The Bostonians,1984,514,0086992,3
Top Secret!,1984,4668,0088286,0
The Jewel in the Crown,1984,2765,0086739,3
C.H.U.D.,1984,9327,0087015,2
Love Streams,1984,2866,0087644,3
Best Defense,1984,7404,0086955,2
Ghostbusters,1984,376,0087332,2
Body Double,1984,5040,0086984,2
Gremlins,1984,406,0087363,1
Purple Rain,1984,4193,0087957,3
Blood Simple.,1984,5731,0086979,1
Amadeus,1984,613,0086879,3
Beverly Hills Cop,1984,1848,0086960,0
What Have I Done to Deserve This?,1984,1582,0088461,3
A Soldier’s Story,1984,2742,0088146,0
A nightmare on Elm Street,1984,4182,0087800,3
Kaze no tani no Naushika,1984,570,0087544,3
Repo Man,1984,4355,0087995,2
Friday the 13th Part IV: The Final Chapter,1984,5154,0087298,3
The Adventures of Buckaroo Banzai Across the 8th Dimension,1984,743,0086856,3
This Is Spinal Tap,1984,1536,0088258,1
The Muppets Take Manhattan,1984,4634,0087755,3
Star Trek III: The Search for Spock,1984,1304,0088170,1
The Ice Pirates,1984,7403,0087451,2
2010,1984,4623,0086837,1
Night of the Comet,1984,3489,0087799,3
The Karate Kid,1984,1430,0087538,3
Secret Places,1984,5255,0088075,3
El pico 2,1984,7530,0087913,1
All of Me,1984,9241,0086873,2
Conan the Destroyer,1984,413,0087078,3
Starman,1984,5796,0088172,0
Johnny Dangerously,1984,6523,0087507,3
Once Upon A Time In America,1984,6293,0087843,1
Revenge of the Nerds,1984,5751,0088000,1
Sixteen Candles,1984,1296,0088128,3
Poison for the Fairies,1984,4087,0135033,3
The Last Starfighter,1984,4633,0087597,3
The Philadelphia Experiment,1984,7402,0087910,1
Protocol,1984,4590,0087951,3
Rhinestone,1984,9311,0088001,3
Los santos inocentes,1984,7391,0088040,3
"Paris, Texas",1984,813,0087884,1
Another Country,1984,5761,0086904,0
Supergirl,1984,2000,0088206,3
The Initiation,1984,8875,0087472,3
Romancing the Stone,1984,8748,0088011,3
The Trip To Bountiful,1985,1789,0090203,3
Commando,1985,2576,0088944,1
Howling II: ... Your Sister Is a Werewolf,1985,8419,0089308,2
The Black Cauldron,1985,1949,0088814,3
A Room with a View,1985,1561,0091867,3
Back to the Future,1985,149,0088763,2
Purple Rose of Cairo,1985,5297,0089853,3
Otac na sluzbenom putu,1985,486,0089748,3
Night on the Galactic Railroad,1985,7576,0089206,0
Barbarian Queen,1985,4550,0088771,3
Starchaser: The Legend of Orin,1985,3416,0090065,1
White Nights,1985,1187,0090319,1
Kiss of the Spider Woman,1985,6792,0089424,2
Sans toi ni loi (Vagabond),1985,963,0089960,3
Return to Oz,1985,2894,0089908,3
Spies Like Us,1985,5627,0090056,1
The Legend of Billie Jean,1985,5660,0089470,3
Phenomena,1985,4893,0087909,3
Girls Just Want to Have Fun,1985,752,0089208,3
Red Sonja,1985,418,0089893,3
Friday the 13th: A New Beginning,1985,5563,0089173,3
Out of Africa,1985,6155,0089755,3
The Color Purple,1985,991,0088939,3
Day of the Dead,1985,3802,0088993,0
My Beautiful Laundrette,1985,4949,0091578,2
Ladyhawke,1985,1269,0089457,0
The Goonies,1985,3001,0089218,3
Les specialistes,1985,9052,0088167,0
A Chorus Line,1985,3719,0088915,3
Mr Vampire (Geung si sin sang),1985,2343,0089371,1
La Negrita: the Miracle of Our Lady of Los Angeles,1985,8007,5739786,1
Just One of the Guys,1985,402,0089393,3
The Official Story,1985,4945,0089276,3
Agnes of God,1985,602,0088683,3
Tomo yo shizukani nemure,1985,676,0380761,2
Sweet Dreams,1985,3741,0090110,3
Weird Science,1985,520,0090305,3
Detective,1985,4480,0089066,1
The Quiet Earth,1985,6730,0089869,0
The Treasure of Swamp Castle,1985,8554,0137226,2
Wetherby,1985,2613,0090310,3
Flesh+Blood,1985,7173,0089153,3
Rocky IV,1985,6873,0089927,2
Real Genius,1985,1046,0089886,1
Ast&eacute;rix et la Surprise de C&eacute;asar (Asterix vs. Caesar),1985,2531,0088748,0
The Last Dragon,1985,9148,0089461,3
Brazil,1985,880,0088846,3
Huang tudi (Yellow Earth),1985,1708,0087433,0
Pee-wee’s Big Adventure,1985,8924,0089791,1
Fright Night,1985,5943,0089175,2
Enemy Mine,1985,2152,0089092,0
Rambo: First Blood Part II,1985,6840,0089880,0
Anne of Green Gables,1985,935,0088727,3
Come and See,1985,6165,0091251,0
Desert Hearts,1985,3666,0089015,3
Dim Sum: A Little Bit of Heart,1985,1500,0087150,3
Police Academy 2: Their First Assignment,1985,576,0089822,1
Legend,1985,3986,0089469,3
Clue,1985,1408,0088930,3
Witness,1985,5632,0090329,3
A View to a Kill,1985,6314,0090264,1
A Nightmare on Elm Street 2: Freddy’s Revenge,1985,6018,0089686,3
Desperately Seeking Susan,1985,1654,0089017,3
The Sure Thing,1985,5467,0090103,3
Angel’s Egg,1985,6902,0208502,0
Bebukottak,1985,8553,2292794,0
After Hours,1985,3872,0088680,2
Ran,1985,2352,0089881,1
Better Off Dead,1985,3320,0088794,3
Fletch,1985,1832,0089155,1
The Care Bears Movie,1985,4123,0088885,3
Fandango,1985,2302,0089126,0
Tampopo,1985,5795,0092048,1
Dreamchild,1985,6853,0089052,3
Ninja Terminator,1985,7703,0199849,2
Esperando la carroza,1985,8071,0089108,3
The Breakfast Club,1985,203,0088847,3
Re-Animator,1985,5564,0089885,0
Captain EO,1986,6021,0090793,1
Under the Cherry Moon,1986,9229,0092133,3
Ferris Bueller’s Day Off,1986,211,0091042,3
The Fugitives,1986,8123,0091093,0
Pirates,1986,8286,0091757,0
Jumpin’ Jack Flash,1986,1835,0091306,3
Howard The Duck,1986,4632,0091225,3
Little Shop of Horrors,1986,2061,0091419,1
Top Gun,1986,1703,0092099,2
From Beyond,1986,7056,0091083,3
The Fly,1986,3002,0091064,2
Asterix in Britain (Asterix chez les Bretons),1986,4966,0090667,0
Ruthless People,1986,4614,0091877,3
Down by Law,1986,3203,0090967,1
April Fool’s Day,1986,6972,0090655,3
Aliens,1986,283,0090605,3
Project A-ko,1986,3398,0091794,3
She’s Gotta Have It,1986,9171,0091939,3
The Adventures of Milo and Otis,1986,3093,0097050,1
The Mission,1986,6979,0091530,0
Highlander,1986,1604,0091203,2
Children of a Lesser God,1986,6954,0090830,3
Chopping Mall,1986,8418,0090837,3
Big Trouble in Little China,1986,2150,0090728,3
Cobra,1986,9411,0090859,1
Manhunter,1986,6298,0091474,1
Star Trek IV:  The Voyage Home,1986,2648,0092007,3
The Parent Trap II,1986,4581,0091721,3
When the Wind Blows,1986,2670,0090315,0
Crocodile Dundee,1986,3614,0090555,3
Pretty in Pink,1986,4315,0091790,3
Macskafogo,1986,8558,0179955,1
A Better Tomorrow,1986,9374,0092263,0
The Great Mouse Detective,1986,3701,0091149,1
Police Academy 3: Back in Training,1986,577,0091777,1
Peking Opera Blues,1986,6819,0090952,3
Peggy Sue Got Married,1986,2070,0091738,3
The Money Pit,1986,2314,0091541,2
Maximum Overdrive,1986,4684,0091499,2
"The Karate Kid, Part II",1986,6935,0091326,1
Back to School,1986,4591,0090685,1
Stand By Me,1986,898,0092005,0
Platoon,1986,3558,0091763,0
Blue Velvet,1986,2662,0090756,1
The Transformers: The Movie,1986,3850,0092106,0
Tenk&ucirc; no shiro Rapyuta,1986,484,0092067,3
The Manhattan Project,1986,7472,0091472,2
"’night, Mother",1986,3155,0090556,3
The Name Of The Rose,1986,7333,0091605,0
Matador,1986,7480,0091495,3
Armed and Dangerous,1986,2421,0090660,1
Labyrinth,1986,253,0091369,3
SpaceCamp,1986,2658,0091993,3
Flight of the Navigator,1986,4576,0091059,3
Hannah and Her Sisters,1986,1017,0091167,3
Short Circuit,1986,2,0091949,3
Deadly Friend,1986,8486,0090917,2
Rosa Luxemburg,1986,6221,0091869,3
Hour of the Star,1986,4451,0089297,3
Critters,1986,8388,0090887,2
About Last Night,1986,9304,0090583,3
Il caso Moro,1986,6711,0090805,0
!Three Amigos!,1986,6202,0092086,2
An American Tail,1986,2490,0090633,3
Kin-Dza-Dza,1986,1397,0091341,0
F/X,1986,4894,0089118,1
Terrorizers,1986,9121,0091355,2
The Clan of the Cave Bear,1986,1614,0090848,3
I’ve Heard the Mermaids Singing,1987,2218,0093239,3
September,1987,1657,0093940,3
Au Revoir Les Enfants,1987,6062,0092593,1
The Wonderful Wizard of Oz,1987,1034,0098675,3
The Secret of My Succe$s,1987,8672,0093936,1
Bad Taste,1987,7049,0092610,0
Hansel and Gretel,1987,5290,0093144,3
Black Widow,1987,4535,0090738,3
Evil Dead II,1987,3916,0092991,3
Fatal Attraction,1987,4737,0093010,3
Light of Day,1987,4811,0093415,3
Lethal Weapon,1987,1113,0093409,1
Outrageous Fortune,1987,4228,0093690,3
Beverly Hills Cop II,1987,1849,0092644,1
Creepshow 2,1987,6824,0092796,3
Hellraiser,1987,3582,0093177,3
The Whales Of August,1987,1792,0094315,3
El bosque animado,1987,7590,0092693,3
Fatal Beauty,1987,2710,0093011,2
A Better Tomorrow II,1987,9375,0094357,0
The Princess Bride,1987,322,0093779,2
"Planes, Trains &amp; Automobiles",1987,2927,0093748,1
84 Charing Cross Road,1987,1902,0090570,3
Hard Ticket to Hawaii,1987,2365,0093146,3
Deathstalker II,1987,9389,0092860,3
Wings of Desire,1987,2243,0093191,0
A Nightmare on Elm Street 3: Dream Warriors,1987,5767,0093629,3
"Good Morning, Vietnam",1987,134,0093105,1
Radio Days,1987,2437,0093818,1
Prince of Darkness,1987,3611,0093777,3
The Witches of Eastwick,1987,2250,0094332,3
Empire of the Sun,1987,5373,0092965,1
The Chipmunk Adventure,1987,3781,0092752,3
Babette’s Feast,1987,815,0092603,3
Can’t Buy Me Love,1987,9286,0092718,3
The Running Man,1987,8692,0093894,3
Broadcast News,1987,5310,0092699,3
Withnail &amp; I,1987,1887,0094336,1
Maurice,1987,2644,0093512,2
Dragnet,1987,4620,0092925,3
Dirty Dancing,1987,321,0092890,3
Around the World in Eighty Ways,1987,1862,0092581,3
My Demon Lover,1987,9205,0093589,2
La ley del deseo,1987,7661,0093412,3
Barbie and the Rockers: Out of This World,1987,3290,0313254,3
Superman IV: The Quest for Peace,1987,4297,0094074,3
Bagdad Cafe,1987,2215,0095801,3
The Gate,1987,4412,0093075,2
Epidemic,1987,7918,0092972,1
Waiting for the Moon,1987,5789,0094286,3
The Last Emperor,1987,3249,0093389,3
Full Metal Jacket,1987,720,0093058,0
3 Men and a Baby,1987,7002,0094137,1
Hope and Glory,1987,7035,0093209,3
House II: The Second Story,1987,5592,0093220,3
House of Games,1987,2029,0093223,3
Jaws: The Revenge,1987,6920,0093300,3
Nice Girls Don’t Explode,1987,3602,0093617,3
Raising Arizona,1987,3635,0093822,3
The Lost Boys,1987,3003,0093437,1
Adventures in Babysitting,1987,7507,0092513,3
Housekeeping,1987,1181,0093225,3
High Tide,1987,2665,0095305,3
Ngati,1987,3898,0093615,3
Moonstruck,1987,2744,0093565,3
Baby Boom,1987,2523,0092605,3
Predator,1987,1928,0093773,0
Overboard,1987,1203,0093693,3
Swimming to Cambodia,1987,5017,0094089,0
Spaceballs,1987,1078,0094012,3
RoboCop,1987,547,0093870,1
Police Academy 4: Citizens on Patrol,1987,579,0093756,1
Angel Heart,1987,2471,0092563,1
Bull Durham,1988,9060,0094812,2
Killer Klowns from Outer Space,1988,1860,0095444,0
Wong gok ka moon,1988,6746,0096461,0
My Stepmother Is an Alien,1988,4774,0095687,3
Tonari no Totoro,1988,259,0096283,3
Beaches,1988,2493,0094715,3
Earth Girls Are Easy,1988,8406,0097257,2
Beetle Juice,1988,647,0094721,3
The Land Before Time,1988,2905,0095489,3
Rock ’n&#39; Roll Mom,1988,4582,0096001,3
Scooby-Doo and the Ghoul School,1988,3448,0189071,3
The Naked Gun: From the Files of Police Squad!,1988,1824,0095705,1
Two Moon Junction,1988,4628,0096324,3
Igla,1988,9206,0097561,0
Young Guns,1988,4578,0096487,1
Grave of the Fireflies,1988,5867,0095327,0
Bloodsport,1988,1158,0092675,1
A Nightmare on Elm Street 4: The Dream Master,1988,6020,0095742,3
Heathers,1988,859,0097493,3
Married to the Mob,1988,3559,0095593,3
Satisfaction,1988,2485,0096037,3
The Bear,1988,9418,0095800,0
Mystic Pizza,1988,940,0095690,3
Action Jackson,1988,2663,0094612,1
Dead Ringers,1988,4672,0094964,2
Gakk&ocirc; no kaidan G,1988,5179,0330312,0
Another Woman,1988,5383,0094663,3
Big,1988,5324,0094737,1
Gorillas in the Mist,1988,8771,0095243,3
Child’s Play,1988,4705,0094862,3
Hairspray,1988,2462,0095270,3
World Gone Wild,1988,4813,0096465,3
L’etudiante,1988,1647,0096523,3
Lady in White,1988,8515,0095484,1
The Accused,1988,2502,0094608,3
Pumpkinhead,1988,7099,0095925,3
Rain Man,1988,3482,0095953,1
Rambo III,1988,9410,0095956,0
Vibes,1988,9489,0096378,1
Critters 2,1988,8389,0094919,3
Dangerous Liaisons,1988,1629,0094947,3
They Live,1988,1293,0096256,0
Spoorloos,1988,5881,0096163,1
Willow,1988,739,0096446,3
Maniac Cop,1988,814,0095583,3
Police Academy 5: Assignment: Miami Beach,1988,580,0095882,1
Midnight Run,1988,2903,0095631,2
A Fish Called Wanda,1988,1911,0095159,3
Who Framed Roger Rabbit,1988,136,0096438,1
Appleseed,1988,4374,0094668,3
Die Hard,1988,619,0095016,3
Big Business,1988,2505,0094739,3
The Big Blue,1988,9453,0095250,2
Remando al viento [Rowing with the Wind],1988,7423,0093840,2
Sticky Fingers,1988,5258,0096176,3
"Distant Voices, Still Lives",1988,2960,0095037,3
Scrooged,1988,4986,0096061,3
Caddyshack II,1988,5569,0094824,3
Working Girl,1988,1070,0096463,3
Feds,1988,2653,0095145,3
Twins,1988,572,0096320,3
Alien Nation,1988,2784,0094631,1
Coming to America,1988,256,0094898,3
The Adventures of Baron Munchausen,1988,5595,0096764,1
Hellbound: Hellraiser II,1988,5261,0095294,1
Crossing Delancey,1988,4990,0094921,3
Oliver &amp; Company,1988,1210,0095776,2
The Last Temptation of Christ,1988,5128,0095497,2
Hell Comes to Frogtown,1988,4815,0093171,3
Akira,1988,2244,0094625,1
The Accidental Tourist,1988,7161,0094606,2
Cinema Paradiso,1988,4998,0095765,1
Torch Song Trilogy,1988,3075,0096289,1
Women on the Verge of a Nervous Breakdown,1988,2406,0095675,3
Poltergeist III,1988,1714,0095889,3
Fat Man and Little Boy,1989,734,0097336,1
The Seventh Continent,1989,3803,0098327,3
Wild Orchid,1989,1499,0100934,3
Celia,1989,8470,0094849,3
Road House,1989,511,0098206,1
Troop Beverly Hills,1989,849,0098519,3
Millennium,1989,7438,0097883,3
Leningrad Cowboys Go America,1989,4646,0097728,0
Batman,1989,1023,0096895,1
National Lampoon’s Christmas Vacation,1989,8323,0097958,3
Blind Fury,1989,9487,0096945,1
A Nightmare on Elm Street 5: The Dream Child,1989,6024,0097981,3
Teen Witch,1989,4760,0098453,3
Godzilla vs. Biollante,1989,7213,0097444,3
Uncle Buck,1989,159,0098554,3
Licence to Kill,1989,4364,0097742,2
Bill &amp; Ted’s Excellent Adventure,1989,2463,0096928,2
Drugstore Cowboy,1989,3934,0097240,2
Steel Magnolias,1989,924,0098384,3
My Left Foot,1989,7269,0097937,3
Majo no takky&ucirc;bin (Kiki’s Delivery Service),1989,700,0097814,3
When Harry Met Sally,1989,181,0098635,3
Glory,1989,6975,0097441,0
The Little Mermaid,1989,666,0097757,3
Loverboy,1989,7048,0097790,3
Weekend at Bernie’s,1989,1834,0098627,1
Dead Poets Society,1989,2361,0097165,1
Ghostbusters II,1989,1540,0097428,2
Dead Calm,1989,4606,0097162,0
Police Academy 6: City Under Siege,1989,581,0098105,1
The &#39;Burbs,1989,2074,0096734,1
Do the Right Thing,1989,6594,0097216,2
Born on the Fourth of July,1989,5574,0096969,3
Turner &amp; Hooch,1989,5277,0098536,1
Meet The Feebles,1989,4175,0097858,3
Friday the 13th Part VIII: Jason Takes Manhattan,1989,6675,0097388,3
The Delinquents,1989,7842,0097182,3
Star Trek V: The Final Frontier,1989,1201,0098382,1
She-Devil,1989,2488,0098309,3
All Dogs Go to Heaven,1989,2528,0096787,3
"Honey, I Shrunk the Kids",1989,1603,0097523,3
Let It Ride,1989,1640,0097731,2
Resan till Melonia,1989,336,0098189,1
Say Anything...,1989,4270,0098258,2
Field of Dreams,1989,7268,0097351,2
Mystery Train,1989,591,0097940,3
Chopper Chicks in Zombietown,1989,5534,0103959,3
UHF,1989,4036,0098546,1
Henry V,1989,2353,0097499,3
Savage Beach,1989,8997,0098257,3
Fletch Lives,1989,1833,0097366,1
Major League,1989,3808,0097815,1
Driving Miss Daisy,1989,7255,0097239,3
"Get Smart, Again!",1989,1847,0097423,3
Kickboxer,1989,9485,0097659,0
Back to the Future Part II,1989,150,0096874,3
Babar: The Movie,1989,8507,0096869,3
Oranges Are Not The Only Fruit,1989,4397,0098032,3
